product_id,product_name,aisle_id,department_id,suggested_products,suggested_pro_aisle_id,suggested_prod_dept,suggested_prod_id
883,peanut butter chocolate chip bar,3,19,"coconut chocolate chip energy bar,peanut butter bars,peanut butter cereal,banana chocolate chip","[3, 3, 121, 52]","[19, 19, 14, 1]","[77, 985, 34, 602]"
884,dried parsley flakes,104,13,"freeze dried edamame veggie snack,coarse grind garlic powder parsley blend,dried sweetened cranberries,organic dried cranberries","[50, 104, 117, 117]","[19, 13, 19, 19]","[508, 144, 248, 775]"
885,lunchmakers pizza pepperoni with nestle crunch bar,13,20,"thin crust pepperoni pesto pizza,thin crispy crust pepperoni pizza,pepperoni party pizza,cracker crunchers bologna with nestle butterfinger bar lunchmakers","[79, 79, 79, 13]","[1, 1, 1, 20]","[992, 571, 743, 947]"
886,whole grain salad with roasted pecans mango vinaigrette,1,20,"whole grain linguine pasta,peach mango juice,arugula salad,organic roasted garlic vinaigrette dressing organic","[131, 31, 123, 89]","[9, 7, 4, 13]","[418, 11, 142, 962]"
887,creamy supreme buttercream frosting,97,13,"creamy vanilla soy milk frozen dessert,creamy danish blue cheese wedge,creamy italian dressing marinade,supreme pretzel crackers","[37, 21, 89, 107]","[1, 16, 13, 19]","[975, 545, 315, 615]"
888,clean freak refreshing dry shampoo,22,11,"daily moisture shampoo,super dry beer,refreshing ocean breeze body wash,shampoo baby shampoo","[22, 27, 127, 102]","[11, 5, 11, 18]","[498, 379, 823, 956]"
889,oatnut bread,112,3,"bread healthy whole grain,asiago cheese bread, whole wheat pita bread,sunflower bread","[112, 21, 128, 112]","[3, 16, 3, 3]","[101, 856, 83, 346]"
890,organic diced tomatoes,81,15,"diced pancetta,tomatillos tomatoes,mild diced tomatoes with green chilis,organic diced tomatoes","[96, 30, 81, 81]","[20, 6, 15, 15]","[990, 752, 993, 890]"
891,liquid water enhance ice van java,100,21,"french vanilla ice cream,ibuprofen liquid gels,pompelmo water,liquid water enhancer peach green tea with ginseng honey","[37, 133, 100, 90]","[1, 11, 21, 7]","[276, 455, 491, 464]"
892,white tea lavender probiotic kefir water no ,94,7,"lavender body wash,albacore chunk white tuna in water,organic lowfat pomegranate acai kefir probiotic cultured milk smoothie,lowfat raspberry kefir probiotic cultured milk smoothie","[25, 95, 120, 120]","[11, 15, 16, 16]","[474, 827, 515, 486]"
893,vitamin e oil iu,109,11,"argan oil of morocco renewing weightless healing dry oil hair oil,vitamin b mg,fish oil with vitamin d mg,dailyfoods vitamin d iu","[22, 47, 47, 47]","[11, 11, 11, 11]","[214, 876, 905, 596]"
894,greek calories vanilla fat free yogurt,120,16,"non fat blueberry on the bottom greek yogurt,honey vanilla greek yogurt, fat free cream of chicken soup,plain fat free yogurt","[120, 120, 69, 120]","[16, 16, 15, 16]","[264, 459, 621, 953]"
895,yokids squeeze organic blueberry blue yogurt,120,16,"vanilla almond butter squeeze,light strawberry blueberry yogurt,organic blueberry blitz fruit veggie smoothie mashups,organic blueberry pomegranate whole milk yogurt","[88, 120, 92, 120]","[13, 16, 18, 16]","[820, 9, 94, 584]"
896,children s bubblegum flavor suspension,11,11,"chocolate brownie flavor protein bar,butter flavor pan popcorn,alcohol free maple flavor,lemonade flavor drink mix","[3, 23, 104, 90]","[19, 19, 13, 7]","[387, 771, 526, 763]"
897,pearl active duopack tampons,126,11," up,super plus cardboard applicator unscented tampons,unscented regular sleek tampons,white pearl onions","[77, 126, 126, 123]","[7, 11, 11, 4]","[530, 411, 708, 31]"
898,saucy ginger mandarin dressing,89,13,"even bright pink lemon and mandarin orange body wash,jasmine tea unfiltered ginger ale,dressing bleu cheese,ginger berry kombucha","[127, 77, 89, 31]","[11, 7, 13, 7]","[376, 73, 163, 875]"
899,colby jack cheese slices,21,16," natural string cheese mozzarella cheese,cheese creations four cheese cheese sauce,colby jack mild cheddar combo pack,american cheese slices","[21, 9, 21, 21]","[16, 9, 16, 16]","[505, 341, 352, 516]"
900,fava crisps santa barbara ranch,107,19,"chile con queso potato crisps,spicy jalapeno ranch popcorn,organic ranch veggie dip,the santa cruz burrito","[107, 23, 67, 38]","[19, 19, 20, 1]","[851, 822, 147, 669]"
901,dark chocolate peanut candy,45,19,"sun cups dark chocolate,almond spread dark chocolate,dark chocolate bar cacao,dark chocolate raisins","[45, 88, 45, 50]","[19, 13, 19, 19]","[124, 451, 749, 435]"
902,baked rice crisps sour cream wasabi medium,78,19,"organic rice vinegar,country style baked beans,ice cream cookies cream,perfectly thymed pita crisps baked","[66, 59, 37, 107]","[6, 15, 1, 19]","[95, 181, 431, 247]"
903,gluten free sugar cones,103,19,"gluten free chicken rustica pizza,gluten free oatmeal variety pack,gluten free blueberry muffin mix,gluten free sugar cookie mix","[79, 130, 105, 105]","[1, 14, 13, 13]","[414, 216, 235, 847]"
904,tofu gluten free garlic pepper,14,20,"gluten free oatmeal variety pack,gluten free blueberry muffin mix,gluten free sugar cookie mix,gluten free sugar cones","[130, 105, 105, 103]","[14, 13, 13, 19]","[216, 235, 847, 903]"
905,fish oil with vitamin d mg,47,11,"vitamin e oil iu,pink vitamin c mg pink lemonade drink mix,vitamin c mg tropical drink mix dietary supplement,vitamin b mg","[109, 47, 47, 47]","[11, 11, 11, 11]","[893, 408, 366, 876]"
906,chamomilla c,47,11,"imitation crabmeat,marscapone,whole wheat spanakopita, up","[15, 108, 129, 77]","[12, 16, 1, 7]","[665, 127, 360, 530]"
907,premium sliced bacon,106,12,"sliced kosher salami,sliced onion bagels,sliced american cheese,premium apple juice","[96, 93, 21, 98]","[20, 3, 16, 7]","[374, 836, 769, 935]"
908,onion herb salt free seasoning blend,104,13,"steakhouse onion burger with garlic seasoning,thin stackers brown rice salt free,nature s seasons seasoning blend,salt free seasoning","[5, 107, 104, 104]","[13, 19, 13, 13]","[171, 273, 240, 463]"
909,calcium magnesium citrate plus vitamin d natural mixed berry flavor,47,11,"calcium lime rust remover,rio berry,vitamin b mg,magnesium citrate caplets","[114, 64, 47, 47]","[17, 7, 11, 11]","[816, 266, 876, 943]"
910,nutri grain harvest hearty breakfast bars country strawberry,48,14,"whole grain linguine pasta,strawberry pomegranate,vegetable hearty garden soup,peanut butter bars","[131, 3, 100, 3]","[9, 19, 21, 19]","[418, 983, 690, 985]"
911,protein shake organic banana creme,64,7,"banana chocolate chip,hemp protein organic,high protein chocolate light milk shake,organic fuel high protein milk shake vanilla","[52, 65, 65, 65]","[1, 11, 11, 11]","[602, 75, 832, 795]"
912,mushroom stems pieces in water,81,15,"wild chanterelle mushroom ravioli,organic porcini mushroom risotto,pompelmo water,halves pieces walnuts","[12, 4, 100, 17]","[9, 9, 21, 13]","[165, 685, 491, 168]"
913,dry pasta lasagne,131,9,"dry roasted pistachios,super dry beer,linguine pasta,linguine no pasta","[117, 27, 131, 131]","[19, 5, 9, 9]","[304, 379, 424, 972]"
914,cold cough formula effervescent tablets citrus,11,11,"dual action beta immune and anti oxidant effervescent citrus,prenatal one tablets,vitamin c formula mg vegetarian tablets,day and night multi symptom and severe cold cough pain reliever fever reducer","[11, 47, 47, 11]","[11, 11, 11, 11]","[413, 645, 715, 361]"
915,ultra soft strong double roll bath tissue,54,17,"ultra thin pastrami,double berry cheesecake,apricot fruit roll,bathroom tissue","[96, 37, 50, 54]","[20, 1, 19, 17]","[403, 672, 919, 940]"
916,majestic roast ground coffee,26,7,"coffee liqueur, columbian coffee,direct trade el diablo dark roast whole bean coffee,jet fuel dark roast whole bean coffee","[124, 26, 26, 26]","[5, 7, 7, 7]","[522, 762, 712, 700]"
917,all time great s candy assortment,45,19,"snack size candy,candy original,cocktail time hummus,hearts assortment","[45, 45, 67, 45]","[19, 19, 20, 19]","[630, 303, 687, 833]"
918,light brie soft ripened cheese mini wheel,2,16," natural string cheese mozzarella cheese,whole wheat mini toasts,cheese creations four cheese cheese sauce,light string cheese","[21, 78, 9, 21]","[16, 19, 9, 16]","[505, 681, 341, 852]"
919,apricot fruit roll,50,19,"just fruit salad,organic fruit punch,ultra soft strong double roll bath tissue,rose apricot hair milk","[50, 98, 54, 22]","[19, 7, 17, 11]","[870, 646, 915, 871]"
920,coconut yogurt,120,16,"organic raw coconut aminos,pure coconut water with orange,yogurt strawberry pomegranate,coconut drink vanilla","[72, 98, 120, 91]","[13, 7, 16, 16]","[742, 7, 132, 670]"
921,black salt caramel dark chocolate bar,45,19,"dark chocolate peanut candy,dark chocolate raisins,organic cocoa dark chocolate bar,dark chocolate bar cacao","[45, 50, 45, 45]","[19, 19, 19, 19]","[901, 435, 974, 749]"
922,chipotle roasted garlic seasoning,104,13,"cheesy creations roasted garlic parmesan sauce,organic roasted garlic vinaigrette dressing organic,steakhouse onion burger with garlic seasoning,organic roasted garlic pasta sauce","[9, 89, 5, 9]","[9, 13, 13, 9]","[60, 962, 171, 244]"
923,country fresh old fashioned horseradish,88,13,"country stew choice cuts in gravy dog food,fresh oj,country style baked beans,old fashioned vegetable beef soup","[40, 98, 59, 69]","[8, 7, 15, 15]","[485, 628, 181, 466]"
924, in laundry detergent,75,17,"natural liquid laundry detergent blue eucalyptus and lavender,free clear natural laundry detergent for sensitive skin,ultra power plus laundry detergent loads,he turbo powder original laundry detergent","[75, 75, 75, 75]","[17, 17, 17, 17]","[605, 204, 443, 727]"
925,southern style diced hash brown potatoes,129,1," organic diced tomatoes,organic diced tomatoes,gold potatoes,diced pancetta","[81, 81, 83, 96]","[15, 15, 4, 20]","[405, 890, 306, 990]"
926,crispy thin crust white pizza,79,1,"thin crust pepperoni pesto pizza,stuffed crust five cheese pizza,ristorante pizza spinaci thin crust pizza,thin crispy crust pepperoni pizza","[79, 79, 79, 79]","[1, 1, 1, 1]","[992, 269, 356, 571]"
927,cabernet sauvignon central coast ,28,5,"oreo cookies and cream chocolate frozen dairy dessert,zero strawberry lemon,most wanted cabernet sauvignon red wine,cabernet sauvignon california","[37, 115, 28, 28]","[1, 7, 5, 5]","[591, 659, 479, 598]"
928,chunky classic chicken noodle soup,69,15,"traditional chicken tuscany soup,habanero lime shrimp flavor ramen noodle soup, rd foods chicken noodle dinner,noodle soup mix with chicken broth","[69, 4, 92, 69]","[15, 9, 18, 15]","[718, 173, 817, 37]"
929,new england clam chowder condensed soup,69,15,"traditional chicken tuscany soup,organic elmo vegetable soup,organic southwestern vegetable soup,new mexico chili","[69, 69, 69, 30]","[15, 15, 15, 6]","[718, 684, 644, 369]"
930,ultraclean cool mint ultraclean ,20,11,"tea temples green tea with mint,mint chocolate flavored syrup,sugar free mint patties,mint dental floss","[94, 103, 45, 20]","[7, 19, 19, 11]","[560, 16, 382, 291]"
931,lash discovery waterproof mascara very black,132,11,"chinese breakfast black tea,black currant kombucha,tegaderm waterproof transparent dressing,black peppercorns","[94, 31, 118, 104]","[7, 7, 11, 13]","[233, 336, 220, 481]"
932,vegetable pie in a pocket sandwich,38,1,"zipper bags sandwich ct,chocolate sandwich cookies,cherry pie,vegetable pot pie","[85, 61, 8, 38]","[17, 19, 3, 1]","[968, 1, 874, 258]"
933,roarin waters wild cherry water beverage,98,7,"pompelmo water,cherry pie,sore throat wild cherry lozenges,sparkling raspberry lemonade water beverage","[100, 8, 11, 115]","[21, 3, 11, 7]","[491, 874, 461, 334]"
934,mini pre sliced blueberry bagels,93,3,"sparkling blueberry,sliced american cheese,poppy seed bagels,sliced onion bagels","[77, 21, 93, 93]","[7, 16, 3, 3]","[456, 769, 245, 836]"
935,premium apple juice,98,7,"premium sliced bacon,apple sparkling juice beverage,organic pasteurized apple juice,all natural apple juice","[106, 98, 98, 98]","[12, 7, 7, 7]","[907, 618, 792, 82]"
936,butterfinger smooth crunchy peanut butter cups,45,19,"peanut butter chocolate chip bar,multigrain peanut butter cereal,peanut butter bars,peanut butter cereal","[3, 121, 3, 121]","[19, 14, 19, 14]","[883, 637, 985, 34]"
937,buffalo style chicken strips,129,1,"for chicken marinade,cream style corn,beef strips portabella complete meals,tri color tortilla strips","[5, 81, 38, 89]","[13, 15, 1, 13]","[807, 664, 540, 539]"
938,disinfectant spray crisp linen scent,114,17,"original no stick cooking spray,rescue remedy spray,apple cinnamon crisp candle,disinfectant spray cherry blossom pomegranate scent","[19, 11, 101, 101]","[13, 11, 17, 17]","[826, 203, 318, 328]"
939,annie s bunny fruit snacks variety,50,19,"fun size snacks,scooby doo fruit flavored snacks,teensy fruits baby fruit snacks berry,island fruits fruit snacks","[45, 50, 92, 50]","[19, 19, 18, 19]","[623, 115, 777, 256]"
940,bathroom tissue,54,17,"organic honeycrisp apples,nasaflo neti pot sinus relief with premixed,mixed pack lion s share ale,ultra soft strong double roll bath tissue","[100, 11, 27, 54]","[21, 11, 5, 17]","[72, 603, 350, 915]"
941,smoked atlantic nova salmon,15,12,"smoked ham oven roasted turkey sub sandwich kit,smoke roasted wild sockeye asian sesame salmon,salmon and tuna formula dry cat food,sausage smoked sweet german brand","[96, 15, 41, 106]","[20, 12, 8, 12]","[158, 561, 970, 995]"
942,echinacea elderberry organic herbal tea,94,7,"holiday sugar plum spice herbal tea,sleepytime sinus soother herbal tea,super slimming herbal tea,brambleberry herbal tea","[94, 94, 94, 94]","[7, 7, 7, 7]","[410, 452, 348, 237]"
943,magnesium citrate caplets,47,11,"tri vi sol vitamins a c and d supplement drops for infants,honey maid graham cracker crumbs,anti diarrheal caplets,calcium magnesium citrate plus vitamin d natural mixed berry flavor","[47, 17, 70, 47]","[11, 13, 11, 11]","[24, 513, 146, 909]"
944,vanilla orange swirl ice cream,37,1,"dark chocolate ice cream topping,salted caramel ice cream,ice cream cookies cream,french vanilla ice cream","[103, 37, 37, 37]","[19, 1, 1, 1]","[135, 606, 431, 276]"
945,fruit punch juice drink,98,7,"sugar free fruit juicy red drink mix,green berry rush juice drink, juice no sugar added fruit punch,organic fruit punch","[90, 98, 98, 98]","[7, 7, 7, 7]","[842, 639, 289, 646]"
946,seasonal oikos greek yogurt,120,16,"opa greek yogurt ranch dressing,non fat blueberry on the bottom greek yogurt,tzatziki greek yogurt dip,honey vanilla greek yogurt","[89, 120, 67, 120]","[13, 16, 20, 16]","[392, 264, 353, 459]"
947,cracker crunchers bologna with nestle butterfinger bar lunchmakers,13,20,"butterfinger smooth crunchy peanut butter cups,sprouted kale cracker,uncured turkey bologna,lunchmakers pizza pepperoni with nestle crunch bar","[45, 78, 100, 13]","[19, 19, 21, 20]","[936, 103, 110, 885]"
948,superior spot film protection jet dry dishwasher rinse aid,74,17,"cavity protection regular flavor toothpaste,super dry beer,jet fuel dark roast whole bean coffee,fresh scent dishwasher cleaner","[20, 27, 26, 74]","[11, 5, 7, 17]","[976, 379, 700, 14]"
949,sensitive shave gel with aloe,55,11,"thick gel toilet bowl cleaner,key lime moisture shave,white writing gel,satin care sensitive skin shave gel","[114, 55, 97, 55]","[17, 11, 13, 11]","[786, 957, 357, 632]"
950,toll house ultimate chocolate peanut butter deluxe cookie dough,105,13,"dark chocolate peanut candy,peanut butter bars,peanut butter cereal,cookie dough performance energy","[45, 3, 121, 3]","[19, 19, 14, 19]","[901, 985, 34, 183]"
951,vitamin d cholecalciferol softgels,47,11,"liqui gels softgels dye free allergy,vitamin e oil iu,vitamin d i u vegetable capsules,vitamin b mg","[11, 109, 47, 47]","[11, 11, 11, 11]","[577, 893, 805, 876]"
952,flaxseed meal whole ground,17,13," lean fat ground turkey ,ground turkey chub,chicken nugget meal,ground flaxseed with mixed berries","[49, 34, 38, 117]","[12, 1, 1, 19]","[782, 118, 185, 355]"
953,plain fat free yogurt,120,16,"non fat blueberry on the bottom greek yogurt,plain greek goat yogurt, fat free cream of chicken soup,greek calories vanilla fat free yogurt","[120, 120, 69, 120]","[16, 16, 15, 16]","[264, 484, 621, 894]"
954,simple white down east crackers,78,19,"supreme pretzel crackers,white chicken chili,traditional water crackers,simple","[107, 59, 78, 45]","[19, 15, 19, 19]","[615, 448, 145, 136]"
955,cheddar chex mix,125,19,"cheddar cheese curds,mix up flamin hot cheezy mix flavored snack mix,sharp cheddar,wheat chex cereal","[21, 107, 21, 121]","[16, 19, 16, 14]","[641, 422, 121, 28]"
956,shampoo baby shampoo,102,18,"cleanse replenish in shampoo,biotin collagen shampoo,lasting color shampoo,daily moisture shampoo","[22, 22, 22, 22]","[11, 11, 11, 11]","[868, 523, 55, 498]"
